input,weight,output,scenario,iteration
onshore wind,45690504.83,Electricity primary,2050 high Hydrogen,Run 2 6 
Electricity,-357955.9172,primary substation,2050 high Hydrogen,Run 2 6 
Electricity primary,-1001988482,primary substation,2050 high Hydrogen,Run 2 6 
primary substation,1001368733,Electricity,2050 high Hydrogen,Run 2 6 
primary substation,977705.0524,Electricity primary,2050 high Hydrogen,Run 2 6 
Electricity,29243928.56,resistance heating,2050 high Hydrogen,Run 2 6 
resistance heating,29243928.56,heat,2050 high Hydrogen,Run 2 6 
rooftop PV,18586396.91,Electricity,2050 high Hydrogen,Run 2 6 
van mileage,57646919.41,van demand,2050 high Hydrogen,Run 2 6 
Electricity,8.71E-08,battery,2050 low demand,Run 2 6 
battery,7.37E-08,Electricity,2050 low demand,Run 2 6 
Biomass,2505.517241,Biomass boiler to elec,2050 low demand,Run 2 6 
Biomass boiler to elec,726.6,Electricity,2050 low demand,Run 2 6 
Biomass,1539586.718,Biomass boiler to Heat,2050 low demand,Run 2 6 
Biomass boiler to Heat,1077710.702,Heat,2050 low demand,Run 2 6 
Biomass import,1542092.235,Biomass,2050 low demand,Run 2 6 
bus mileage,5930614.967,bus demand,2050 low demand,Run 2 6 
car mileage,341233540.3,car demand,2050 low demand,Run 2 6 
Electricity,397320624.6,Electricity demand,2050 low demand,Run 2 6 
Heat,947862470,demand Heat,2050 low demand,Run 2 6 
Hydrogen,41000000,demand Hydrogen industrial,2050 low demand,Run 2 6 
electricity_grid,175328480.2,elec_lines_grid:Golden Hill,2050_low_demand,Run_2_6_
elec_lines_grid:Golden Hill,89561583.24,electricity_grid,2050_low_demand,Run_2_6_
electricity_grid,113867466.5,elec_lines_grid:Haverfordwest Power Stn,2050_low_demand,Run_2_6_
elec_lines_grid:Haverfordwest Power Stn,7885080,electricity_grid,2050_low_demand,Run_2_6_
electricity_grid,97446663.24,elec_lines_grid:Neyland,2050_low_demand,Run_2_6_
elec_lines_grid:Neyland,129229488.9,electricity_grid,2050_low_demand,Run_2_6_
elec_lines_grid:St Twynells,159966457.8,electricity_grid,2050_low_demand,Run_2_6_
electricity_primary,67787752.43,elec_lines_primary:Brawdy,2050_low_demand,Run_2_6_
electricity_primary,45770069.5,elec_lines_primary:Bridell,2050_low_demand,Run_2_6_
elec_lines_primary:Bridell,3173686.238,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,265231738.1,elec_lines_primary:Broadfield,2050_low_demand,Run_2_6_
elec_lines_primary:Broadfield,196556605.3,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,18876438.92,elec_lines_primary:Fishguard,2050_low_demand,Run_2_6_
elec_lines_primary:Fishguard,177426879.4,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,172997685.6,elec_lines_primary:Golden Hill,2050_low_demand,Run_2_6_
elec_lines_primary:Golden Hill,74447690.67,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,40894531.89,elec_lines_primary:Haverfordwest Power Stn,2050_low_demand,Run_2_6_
elec_lines_primary:Haverfordwest Power Stn,591165630.4,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,21353130.1,elec_lines_primary:Llanfyrnach,2050_low_demand,Run_2_6_
electricity_primary,61348384.83,elec_lines_primary:Merlins Bridge,2050_low_demand,Run_2_6_
electricity_primary,28880987.7,elec_lines_primary:Milford Haven,2050_low_demand,Run_2_6_
electricity_primary,69587563.5,elec_lines_primary:Nevern,2050_low_demand,Run_2_6_
elec_lines_primary:Nevern,45770069.5,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,3173686.238,elec_lines_primary:Newcastle Emlyn South,2050_low_demand,Run_2_6_
electricity_primary,118465280.5,elec_lines_primary:Neyland,2050_low_demand,Run_2_6_
elec_lines_primary:Neyland,44324539.53,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,122497186.6,elec_lines_primary:Penblewin,2050_low_demand,Run_2_6_
elec_lines_primary:Penblewin,52577869.74,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,155312820.6,elec_lines_primary:St Davids,2050_low_demand,Run_2_6_
elec_lines_primary:St Davids,118879259.6,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,175430540.6,elec_lines_primary:St Florence,2050_low_demand,Run_2_6_
elec_lines_primary:St Florence,155808037.2,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,2405583.795,elec_lines_primary:St Twynells,2050_low_demand,Run_2_6_
elec_lines_primary:St Twynells,15744090.34,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,137493797.9,elec_lines_primary:Steynton,2050_low_demand,Run_2_6_
elec_lines_primary:Steynton,113001883.3,electricity_primary,2050_low_demand,Run_2_6_
electricity_primary,50144323.03,elec_lines_primary:Tenby,2050_low_demand,Run_2_6_
electricity_primary,52577869.74,elec_lines_primary:Whitland,2050_low_demand,Run_2_6_
elec_lines_primary:Whitland,21353130.1,electricity_primary,2050_low_demand,Run_2_6_
Electricity transport,12811718.87,electric bus,2050 low demand,Run 2 6 
electric bus,5893390.68,bus mileage,2050 low demand,Run 2 6 
Electricity transport,54683792.66,electric car,2050 low demand,Run 2 6 
electric car,191393274.3,car mileage,2050 low demand,Run 2 6 
Electricity transport,10701573.39,electric hgv,2050 low demand,Run 2 6 
electric hgv,2996440.55,hgv mileage,2050 low demand,Run 2 6 
Electricity transport,10389825.61,electric van,2050 low demand,Run 2 6 
electric van,33870831.49,van mileage,2050 low demand,Run 2 6 
Electricity,243523116.2,Electrolyser,2050 low demand,Run 2 6 
Electrolyser,188730415,Hydrogen,2050 low demand,Run 2 6 
Electricity,88586910.53,EV chargers,2050 low demand,Run 2 6 
EV chargers,88586910.53,Electricity transport,2050 low demand,Run 2 6 
Electricity grid,-222636267.1,grid substation,2050 low demand,Run 2 6 
Electricity primary,-40499022.39,grid substation,2050 low demand,Run 2 6 
grid substation,62669809.29,Electricity grid,2050 low demand,Run 2 6 
grid substation,200465480.2,Electricity primary,2050 low demand,Run 2 6 
Ground PV,893506101.9,Electricity primary,2050 low demand,Run 2 6 
Electricity,370842225.2,Heat pump,2050 low demand,Run 2 6 
Heat pump,927105563,Heat,2050 low demand,Run 2 6 
hgv mileage,9174371.535,hgv demand,2050 low demand,Run 2 6 
hydroElectricity,4802232,Electricity primary,2050 low demand,Run 2 6 
Hydrogen transport,132943.8807,Hydrogen bus,2050 low demand,Run 2 6 
Hydrogen bus,37224.2866,bus mileage,2050 low demand,Run 2 6 
Hydrogen transport,41164908.24,Hydrogen car,2050 low demand,Run 2 6 
Hydrogen car,149840266,car mileage,2050 low demand,Run 2 6 
Hydrogen,1.35E-10,Hydrogen chp,2050 low demand,Run 2 6 
Hydrogen transport,18170385.25,Hydrogen hgv,2050 low demand,Run 2 6 
Hydrogen hgv,6177930.985,hgv mileage,2050 low demand,Run 2 6 
Hydrogen import,-6.33E-10,Hydrogen,2050 low demand,Run 2 6 
Hydrogen,165327980.1,Hydrogen refueller,2050 low demand,Run 2 6 
Hydrogen refueller,74397591.05,Hydrogen transport,2050 low demand,Run 2 6 
Hydrogen storage tank,9.46E-11,Hydrogen,2050 low demand,Run 2 6 
Hydrogen transport,67826530.39,Hydrogen storage transport,2050 low demand,Run 2 6 
Hydrogen storage transport,59931522.25,Hydrogen transport,2050 low demand,Run 2 6 
Hydrogen transport,7034345.537,Hydrogen van,2050 low demand,Run 2 6 
Hydrogen van,23776087.91,van mileage,2050 low demand,Run 2 6 
Methane reformation,17597565.07,Hydrogen,2050 low demand,Run 2 6 
National grid import,159966457.8,Electricity grid,2050 low demand,Run 2 6 
Onshore wind,43090157.61,Electricity primary,2050 low demand,Run 2 6 
Electricity,-571668316.4,primary substation,2050 low demand,Run 2 6 
Electricity primary,-1102694797,primary substation,2050 low demand,Run 2 6 
primary substation,1673033266,Electricity,2050 low demand,Run 2 6 
primary substation,1329847.418,Electricity primary,2050 low demand,Run 2 6 
Electricity,19679196.28,Resistance Heating,2050 low demand,Run 2 6 
Resistance Heating,19679196.28,Heat,2050 low demand,Run 2 6 
Rooftop PV,18586396.91,Electricity,2050 low demand,Run 2 6 
van mileage,57646919.41,van demand,2050 low demand,Run 2 6 
anaerobic_digestion,82645495.12,electricity_primary,baseline,Run_2_6_
biomass,7015.448276,biomass_boiler_to_elec,baseline,Run_2_6_
biomass_boiler_to_elec,2034.48,electricity,baseline,Run_2_6_
biomass,9382431.707,biomass_boiler_to_heat,baseline,Run_2_6_
biomass_boiler_to_heat,6567702.195,heat,baseline,Run_2_6_
biomass_import,9389447.156,biomass,baseline,Run_2_6_
bus_mileage,59306149.14,bus_demand,baseline,Run_2_6_
car_mileage,294166845.1,car_demand,baseline,Run_2_6_
electricity,262847102.4,demand_elec,baseline,Run_2_6_
heat,1031478689,demand_heat,baseline,Run_2_6_
hydrogen,41000000,demand_hydrogen_industrial,baseline,Run_2_6_
electricity_grid,89068627,elec_lines_grid:Golden Hill,baseline,Run_2_6_
elec_lines_grid:Golden Hill,9296039.86,electricity_grid,baseline,Run_2_6_
electricity_grid,9931079.86,elec_lines_grid:Haverfordwest Power Stn,baseline,Run_2_6_
elec_lines_grid:Haverfordwest Power Stn,54825120,electricity_grid,baseline,Run_2_6_
electricity_grid,64121159.86,elec_lines_grid:Neyland,baseline,Run_2_6_
elec_lines_grid:Neyland,65655839.86,electricity_grid,baseline,Run_2_6_
elec_lines_grid:St Twynells,33343867,electricity_grid,baseline,Run_2_6_
electricity_primary,74071267.79,elec_lines_primary:Brawdy,baseline,Run_2_6_
elec_lines_primary:Brawdy,1518081.671,electricity_primary,baseline,Run_2_6_
electricity_primary,48841251.11,elec_lines_primary:Bridell,baseline,Run_2_6_
elec_lines_primary:Bridell,2643181.033,electricity_primary,baseline,Run_2_6_
electricity_primary,282132752.1,elec_lines_primary:Broadfield,baseline,Run_2_6_
elec_lines_primary:Broadfield,208730221.8,electricity_primary,baseline,Run_2_6_
electricity_primary,27530323.73,elec_lines_primary:Fishguard,baseline,Run_2_6_
elec_lines_primary:Fishguard,187871211,electricity_primary,baseline,Run_2_6_
electricity_primary,187532924.7,elec_lines_primary:Golden Hill,baseline,Run_2_6_
elec_lines_primary:Golden Hill,135313620.5,electricity_primary,baseline,Run_2_6_
electricity_primary,157225668.1,elec_lines_primary:Haverfordwest Power Stn,baseline,Run_2_6_
elec_lines_primary:Haverfordwest Power Stn,508971641,electricity_primary,baseline,Run_2_6_
electricity_primary,11282237.66,elec_lines_primary:Llanfyrnach,baseline,Run_2_6_
elec_lines_primary:Llanfyrnach,481300.5021,electricity_primary,baseline,Run_2_6_
electricity_primary,57262046.43,elec_lines_primary:Merlins Bridge,baseline,Run_2_6_
electricity_primary,46705394.23,elec_lines_primary:Milford Haven,baseline,Run_2_6_
elec_lines_primary:Milford Haven,4957.408328,electricity_primary,baseline,Run_2_6_
electricity_primary,75990413.97,elec_lines_primary:Nevern,baseline,Run_2_6_
elec_lines_primary:Nevern,45465218.35,electricity_primary,baseline,Run_2_6_
electricity_primary,2643181.033,elec_lines_primary:Newcastle Emlyn South,baseline,Run_2_6_
elec_lines_primary:Newcastle Emlyn South,3376032.759,electricity_primary,baseline,Run_2_6_
electricity_primary,150554876.4,elec_lines_primary:Neyland,baseline,Run_2_6_
elec_lines_primary:Neyland,83396628.51,electricity_primary,baseline,Run_2_6_
electricity_primary,58668940.65,elec_lines_primary:Penblewin,baseline,Run_2_6_
elec_lines_primary:Penblewin,16434090.37,electricity_primary,baseline,Run_2_6_
electricity_primary,118086815.5,elec_lines_primary:St Davids,baseline,Run_2_6_
elec_lines_primary:St Davids,241441054.9,electricity_primary,baseline,Run_2_6_
electricity_primary,200119914.9,elec_lines_primary:St Florence,baseline,Run_2_6_
elec_lines_primary:St Florence,174500141.9,electricity_primary,baseline,Run_2_6_
electricity_primary,5096412.37,elec_lines_primary:St Twynells,baseline,Run_2_6_
elec_lines_primary:St Twynells,11223999.55,electricity_primary,baseline,Run_2_6_
electricity_primary,190274835.5,elec_lines_primary:Steynton,baseline,Run_2_6_
elec_lines_primary:Steynton,111980442.7,electricity_primary,baseline,Run_2_6_
electricity_primary,36231416.88,elec_lines_primary:Tenby,baseline,Run_2_6_
electricity_primary,16845456.45,elec_lines_primary:Whitland,baseline,Run_2_6_
elec_lines_primary:Whitland,13744305.33,electricity_primary,baseline,Run_2_6_
electricity_transport,128001517.8,electric_bus,baseline,Run_2_6_
electric_bus,58880698.17,bus_mileage,baseline,Run_2_6_
electricity_transport,53621135.83,electric_car,baseline,Run_2_6_
electric_car,187673975.4,car_mileage,baseline,Run_2_6_
electricity_transport,14850590.21,electric_hgv,baseline,Run_2_6_
electric_hgv,4158165.258,hgv_mileage,baseline,Run_2_6_
electricity_transport,8885112.78,electric_van,baseline,Run_2_6_
electric_van,28965467.66,van_mileage,baseline,Run_2_6_
electricity,244724553,electrolyser,baseline,Run_2_6_
electrolyser,159070959.4,hydrogen,baseline,Run_2_6_
electricity,205358356.6,ev_chargers,baseline,Run_2_6_
ev_chargers,205358356.6,electricity_transport,baseline,Run_2_6_
electricity_grid,-122408227,grid_substation,baseline,Run_2_6_
electricity_primary,-59111640,grid_substation,baseline,Run_2_6_
grid_substation,89064360,electricity_grid,baseline,Run_2_6_
grid_substation,92455507,electricity_primary,baseline,Run_2_6_
ground_pv,933034421.9,electricity_primary,baseline,Run_2_6_
heat_network,75108548.83,heat,baseline,Run_2_6_
electricity,370737147.7,heat_pump,baseline,Run_2_6_
heat_pump,926842869.3,heat,baseline,Run_2_6_
hgv_mileage,8424583.595,hgv_demand,baseline,Run_2_6_
hydroelectricity,4802232,electricity_primary,baseline,Run_2_6_
hydrogen_transport,1519467.755,hydrogen_bus,baseline,Run_2_6_
hydrogen_bus,425450.9714,bus_mileage,baseline,Run_2_6_
hydrogen_transport,29256282.89,hydrogen_car,baseline,Run_2_6_
hydrogen_car,106492869.7,car_mileage,baseline,Run_2_6_
hydrogen_transport,12548289.23,hydrogen_hgv,baseline,Run_2_6_
hydrogen_hgv,4266418.337,hgv_mileage,baseline,Run_2_6_
hydrogen,118070959.4,hydrogen_refueller,baseline,Run_2_6_
hydrogen_refueller,53131931.75,hydrogen_transport,baseline,Run_2_6_
hydrogen_transport,49176038.71,hydrogen_storage_transport,baseline,Run_2_6_
hydrogen_storage_transport,43451947.81,hydrogen_transport,baseline,Run_2_6_
hydrogen_transport,4083800.968,hydrogen_van,baseline,Run_2_6_
hydrogen_van,13803247.27,van_mileage,baseline,Run_2_6_
national_grid_import,33343867,electricity_grid,baseline,Run_2_6_
onshore_wind,34212281.12,electricity_primary,baseline,Run_2_6_
electricity,-66161.36677,primary_substation,baseline,Run_2_6_
electricity_primary,-1088045963,primary_substation,baseline,Run_2_6_
primary_substation,1088104459,electricity,baseline,Run_2_6_
primary_substation,7665.679517,electricity_primary,baseline,Run_2_6_
electricity,22959568.88,resistance_heating,baseline,Run_2_6_
resistance_heating,22959568.88,heat,baseline,Run_2_6_
rooftop_pv,18586396.91,electricity,baseline,Run_2_6_
van_mileage,42768714.94,van_demand,baseline,Run_2_6_
Anaerobic digestion,70831197.63,Electricity primary,Islanded 2050 high demand,Run 2 6 
Biomass,23551.86207,Biomass boiler to elec,Islanded 2050 high demand,Run 2 6 
Biomass boiler to elec,6830.04,Electricity,Islanded 2050 high demand,Run 2 6 
Biomass,1852253.093,Biomass boiler to Heat,Islanded 2050 high demand,Run 2 6 
Biomass boiler to Heat,1296577.165,Heat,Islanded 2050 high demand,Run 2 6 
Biomass import,1875804.955,Biomass,Islanded 2050 high demand,Run 2 6 
bus mileage,5930614.967,bus demand,Islanded 2050 high demand,Run 2 6 
car mileage,341233540.3,car demand,Islanded 2050 high demand,Run 2 6 
Electricity,262847102.4,Electricity demand,Islanded 2050 high demand,Run 2 6 
Heat,1031478689,Heat demand,Islanded 2050 high demand,Run 2 6 
Hydrogen,41000000,demand Hydrogen industrial,Islanded 2050 high demand,Run 2 6 
electricity_grid,100124640,elec_lines_grid:Golden Hill,Islanded_2050_high_demand,Run_2_6_
elec_lines_grid:Golden Hill,8943480,electricity_grid,Islanded_2050_high_demand,Run_2_6_
electricity_grid,8943480,elec_lines_grid:Haverfordwest Power Stn,Islanded_2050_high_demand,Run_2_6_
elec_lines_grid:Haverfordwest Power Stn,94673880,electricity_grid,Islanded_2050_high_demand,Run_2_6_
electricity_grid,103617360,elec_lines_grid:Neyland,Islanded_2050_high_demand,Run_2_6_
elec_lines_grid:Neyland,109068120,electricity_grid,Islanded_2050_high_demand,Run_2_6_
electricity_primary,71770460.43,elec_lines_primary:Brawdy,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Brawdy,2504579.636,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,46416449.36,elec_lines_primary:Bridell,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Bridell,3343218.759,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,169556652.2,elec_lines_primary:Broadfield,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Broadfield,112997962.7,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,126616111.9,elec_lines_primary:Fishguard,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Fishguard,68041761.86,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,118317479.5,elec_lines_primary:Golden Hill,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Golden Hill,111981713.5,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,57404373.51,elec_lines_primary:Haverfordwest Power Stn,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Haverfordwest Power Stn,451331556.7,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,15655604.02,elec_lines_primary:Llanfyrnach,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Llanfyrnach,485149.6129,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,42769192.63,elec_lines_primary:Merlins Bridge,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Merlins Bridge,10766.92052,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,27132660.79,elec_lines_primary:Milford Haven,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Milford Haven,31657.54557,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,68041761.86,elec_lines_primary:Nevern,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Nevern,44606425.03,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,3343218.759,elec_lines_primary:Newcastle Emlyn South,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Newcastle Emlyn South,1810024.332,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,119439222.2,elec_lines_primary:Neyland,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Neyland,96297923.76,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,98944985.41,elec_lines_primary:Penblewin,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Penblewin,50119976.59,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,93268836.8,elec_lines_primary:St Davids,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:St Davids,204429487.9,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,116978441.9,elec_lines_primary:St Florence,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:St Florence,103255199.6,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,3393329.383,elec_lines_primary:St Twynells,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:St Twynells,14732847.68,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,148618316,elec_lines_primary:Steynton,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Steynton,123789538,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,30753008.52,elec_lines_primary:Tenby,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Tenby,2989.838203,electricity_primary,Islanded_2050_high_demand,Run_2_6_
electricity_primary,50326986.65,elec_lines_primary:Whitland,Islanded_2050_high_demand,Run_2_6_
elec_lines_primary:Whitland,18974311.74,electricity_primary,Islanded_2050_high_demand,Run_2_6_
Electricity transport,11512450.83,electric bus,Islanded 2050 high demand,Run 2 6 
electric bus,5295727.383,bus mileage,Islanded 2050 high demand,Run 2 6 
Electricity transport,61188068.07,electric car,Islanded 2050 high demand,Run 2 6 
electric car,214158238.3,car mileage,Islanded 2050 high demand,Run 2 6 
Electricity transport,10925038.04,electric hgv,Islanded 2050 high demand,Run 2 6 
electric hgv,3059010.652,hgv mileage,Islanded 2050 high demand,Run 2 6 
Electricity transport,11870463.98,electric van,Islanded 2050 high demand,Run 2 6 
electric van,38697712.58,van mileage,Islanded 2050 high demand,Run 2 6 
Electricity,229462595.4,Electrolyser,Islanded 2050 high demand,Run 2 6 
Electrolyser,177833511.5,Hydrogen,Islanded 2050 high demand,Run 2 6 
Electricity,95496020.93,EV chargers,Islanded 2050 high demand,Run 2 6 
EV chargers,95496020.93,Electricity transport,Islanded 2050 high demand,Run 2 6 
Electricity grid,-137962440,grid substation,Islanded 2050 high demand,Run 2 6 
Electricity primary,-112507920,grid substation,Islanded 2050 high demand,Run 2 6 
grid substation,137962440,Electricity grid,Islanded 2050 high demand,Run 2 6 
grid substation,112507920,Electricity primary,Islanded 2050 high demand,Run 2 6 
Ground PV,828508447.1,Electricity primary,Islanded 2050 high demand,Run 2 6 
Heat network,95191665.94,Heat,Islanded 2050 high demand,Run 2 6 
Electricity,352903735.6,Heat pump,Islanded 2050 high demand,Run 2 6 
Heat pump,882259338.9,Heat,Islanded 2050 high demand,Run 2 6 
hgv mileage,9174371.535,hgv demand,Islanded 2050 high demand,Run 2 6 
hydroElectricity,4802232,Electricity primary,Islanded 2050 high demand,Run 2 6 
Hydrogen,45700655.1,Hydrogen boiler to Heat,Islanded 2050 high demand,Run 2 6 
Hydrogen boiler to Heat,38388550.29,Heat,Islanded 2050 high demand,Run 2 6 
Hydrogen transport,2267455.657,Hydrogen bus,Islanded 2050 high demand,Run 2 6 
Hydrogen bus,634887.5839,bus mileage,Islanded 2050 high demand,Run 2 6 
Hydrogen transport,34910797.27,Hydrogen car,Islanded 2050 high demand,Run 2 6 
Hydrogen car,127075302.1,car mileage,Islanded 2050 high demand,Run 2 6 
Hydrogen,-1.13E-10,Hydrogen chp,Islanded 2050 high demand,Run 2 6 
Hydrogen transport,17986355.54,Hydrogen hgv,Islanded 2050 high demand,Run 2 6 
Hydrogen hgv,6115360.883,hgv mileage,Islanded 2050 high demand,Run 2 6 
Hydrogen import,43900630.53,Hydrogen,Islanded 2050 high demand,Run 2 6 
Hydrogen,150407226.5,Hydrogen refueller,Islanded 2050 high demand,Run 2 6 
Hydrogen refueller,67683251.92,Hydrogen transport,Islanded 2050 high demand,Run 2 6 
Hydrogen,-1.28E-10,Hydrogen storage tank,Islanded 2050 high demand,Run 2 6 
Hydrogen storage tank,-1.16E-10,Hydrogen,Islanded 2050 high demand,Run 2 6 
Hydrogen transport,59384615.53,Hydrogen storage transport,Islanded 2050 high demand,Run 2 6 
Hydrogen storage transport,52472246.28,Hydrogen transport,Islanded 2050 high demand,Run 2 6 
Hydrogen transport,5606274.209,Hydrogen van,Islanded 2050 high demand,Run 2 6 
Hydrogen van,18949206.83,van mileage,Islanded 2050 high demand,Run 2 6 
methane reformation,15373739.61,Hydrogen,Islanded 2050 high demand,Run 2 6 
Onshore wind,32316907.59,Electricity primary,Islanded 2050 high demand,Run 2 6 
Electricity,-2330693.14,primary substation,Islanded 2050 high demand,Run 2 6 
Electricity primary,-936941324.5,primary substation,Islanded 2050 high demand,Run 2 6 
primary substation,938789477.4,Electricity,Islanded 2050 high demand,Run 2 6 
primary substation,482540.1894,Electricity primary,Islanded 2050 high demand,Run 2 6 
Electricity,14342556.93,Resistance Heating,Islanded 2050 high demand,Run 2 6 
Resistance Heating,14342556.93,Heat,Islanded 2050 high demand,Run 2 6 
Rooftop PV,18586396.91,Electricity,Islanded 2050 high demand,Run 2 6 
van mileage,57646919.41,van demand,Islanded 2050 high demand,Run 2 6 
